FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,ogc_fid,wkb_geometry
trafiktaelling.556,7160,Amaliehaven ,kajsiden nord for anløbstrappen,,100,Øvrige tællinger,,,,,,,,,4600,5400,5600,,,,,,,5400,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pobdblGviw.pdf,,,,,,,,556,POINT (12.59553519105413 55.683507791043674)
trafiktaelling.557,7161,Amaliehaven ,indgang fra kajsiden,,100,Øvrige tællinger,,,,,,,,,6300,7400,7600,,,,,,,7400,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RtfIbhp2CR.pdf,,,,,,,,557,POINT (12.595326970311962 55.68343595718498)
trafiktaelling.558,7162,Amaliehaven ,kajsiden syd for anløbstrappen,,100,Øvrige tællinger,,,,,,,,,3500,4100,4200,,,,,,,4100,20110616,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/dxmZ594160.pdf,,,,,,,,558,POINT (12.595366704699344 55.68329090475432)
trafiktaelling.559,7163,Amaliehaven ,kajsiden til og fra båden,,100,Øvrige tællinger,,,,,,,,,100,100,100,,,,,,,100,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YtEGK7NdBM.pdf,,,,,,,,559,POINT (12.59555959924843 55.68336918323652)
trafiktaelling.560,7164,Borgbjergsvej,FOD,23,100,Øvrige tællinger,,,,,,,,,3791,4400,4600,,,,,,,4400,20190903,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/BMHOY2uqGF.pdf,,,,,,,,560,POINT (12.537101434527486 55.651126203168396)
trafiktaelling.561,7165,Christianshavns Kanal,Overgaden oven Vandet,42,100,Øvrige tællinger,700,,800,900,900,,900,1100,4100,4800,5000,,,,,,,4800,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lpgrO65T9y.pdf,,,,,,,,561,POINT (12.592208208415958 55.67315456840403)
trafiktaelling.562,7166,Cirkeline Plads,Hjørnet Enghavevej og Ny Carlsbergvej,,100,Øvrige tællinger,,,,,1465,,1500,1800,3305,3900,4000,,,,,,,3900,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Lf8rCKSL9F.pdf,,,,,,,,562,POINT (12.54376099559102 55.66607901383784)
trafiktaelling.563,7167,Damhusdæmningen,vest for Ved Damhussøen,2B,100,Øvrige tællinger,,,,,3739,,3900,4600,1340,1600,1600,,,,,,,1600,20230615,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/068Pc1FYeh.pdf,,,,,,,,563,POINT (12.47316153935187 55.681177286666646)
trafiktaelling.564,7168,Applebys Plads (ved Cirkelbroen),ved Cirkelbroen ved Danisco bygningen,,100,Øvrige tællinger,,,,,,,,,465,500,600,,,,,,,500,20150930,2015,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Omp3l0dex1.pdf,,,,,,,,564,POINT (12.5836760374204 55.672218294731536)
trafiktaelling.565,7169,Fiskebroen,,,100,Øvrige tællinger,,,,,1056,,1100,1300,669,800,800,,,,,,,800,20170601,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/eEL5BvuwdB.pdf,,,,,,,,565,POINT (12.55137779871065 55.64311459388048)
trafiktaelling.566,7170,Frederiksstadsgade ,,15,100,Øvrige tællinger,112,,100,100,527,,500,600,1401,1600,1700,,,,,,,1600,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/07FS1v5Qw4.pdf,,,,,,,,566,POINT (12.545969568521773 55.66906975641854)
trafiktaelling.567,7171,Haderslevsgade ,,3,100,Øvrige tællinger,191,"0,5",200,300,604,,600,700,1052,1200,1300,,,,,,,1200,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/1D5uWLWhVH.pdf,0.5,,,,,,,567,POINT (12.545659311339145 55.66889322034561)
trafiktaelling.568,7172,Islands Brygge,Fortovet u.f. husnr. 17,17,100,Øvrige tællinger,,,,,,,,,1302,1500,1600,,,,,,,1500,20110621,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZiRhFAN00R.pdf,,,,,,,,568,POINT (12.577716402479869 55.66744539135821)
trafiktaelling.569,7173,Ben Websters Vej,FOD,70,100,Øvrige tællinger,700,,800,900,300,,300,400,400,500,500,,,,,,,500,20110621,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QwZcfwaMjP.pdf,,,,,,,,569,POINT (12.55280180494944 55.646331970664)
trafiktaelling.570,7174,Islands Brygge,Havneparken ved redningskrans (overfor Islands Brygge 35),37,100,Øvrige tællinger,,,,,200,,200,200,600,700,700,,,,,,,700,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Lu2huvbEEj.pdf,,,,,,,,570,POINT (12.573818600825176 55.665391189248496)
trafiktaelling.571,7176,Amagerbrogade,FOD,32,100,Øvrige tællinger,,,,,5362,"5,7",5500,6500,3803,4400,4600,,,,,,,4400,20230912,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/rtu70nCNoj.pdf,,5.69999981,,,,,,571,POINT (12.600226002361838 55.6644833396152)
trafiktaelling.572,7179,Store Møllevej,,8,100,Øvrige tællinger,,,,,,,,,619,700,700,,,,,,,700,20100603,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/9Dh0rwOgEW.pdf,,,,,,,,572,POINT (12.599514051743885 55.667079570550584)
trafiktaelling.573,7180,Strandboulevarden,,142,100,Øvrige tællinger,,,,,,,,,907,1100,1100,,,,,,,1100,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/KkfxPoAYHV.pdf,,,,,,,,573,POINT (12.58192420582557 55.709304676453655)
trafiktaelling.574,7181,Strandboulevarden,,31A,100,Øvrige tællinger,,,,,,,,,1165,1400,1400,,,,,,,1400,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Wz1ysNZKYi.pdf,,,,,,,,574,POINT (12.58929020246366 55.70058498966432)
trafiktaelling.575,7182,Strandboulevarden,,75,100,Øvrige tællinger,,,,,,,,,1428,1700,1700,,,,,,,1700,20120426,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UUnhFnhtTo.pdf,,,,,,,,575,POINT (12.586676287799888 55.70520702730391)
trafiktaelling.576,7183,Nybrogade,FOD,24A,100,Øvrige tællinger,,,,,,,,,2130,2500,2600,,,,,,,2500,20171004,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QivmwJz305.pdf,,,,,,,,576,POINT (12.57585582327883 55.676159939965544)
trafiktaelling.577,7184,Langeliniekaj,ved Langelinie Allé,5,100,Øvrige tællinger,2000,,2300,2600,600,,600,700,4300,5000,5200,,,,,,,5000,20110728,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5FhnWv8YMV.pdf,,,,,,,,577,POINT (12.600154088798984 55.69552948665826)
trafiktaelling.578,7185,Matthæusgade ,øst for Enghavevej,37,100,Øvrige tællinger,1069,"0,4",1300,1400,1912,,2000,2300,3579,4200,4300,,,,,,,4200,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/y8rn5lsE5z.pdf,0.40000001,,,,,,,578,POINT (12.545751561729846 55.669602800279215)
trafiktaelling.579,7186,Liva Weels Plads,,,100,Øvrige tællinger,,,,,138,,100,200,1005,1200,1200,,,,,,,1200,20160614,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Fx2iML0GiB.pdf,,,,,,,,579,POINT (12.546127915568377 55.66544092951184)
trafiktaelling.580,7187,Nokken Strandvej,Nokken Strandvej - ved roklub,,100,Øvrige tællinger,200,,200,300,700,,700,900,200,200,200,,,,,,,200,20110621,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gD1puIwbxI.pdf,,,,,,,,580,POINT (12.564120902530737 55.65428503443883)
trafiktaelling.581,7188,Nokken Strandvej,Nokken Strandvej - ved bom,,100,Øvrige tællinger,40,,0,100,882,,900,1100,412,500,500,,,,,,,500,20170614,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YQ3TNpEwLE.pdf,,,,,,,,581,POINT (12.56287382026979 55.65334212193344)
trafiktaelling.582,7189,Strandgade,Nordatlantens Brygge,91,100,Øvrige tællinger,0,,0,0,119,,100,100,1597,1900,1900,,,,,,,1900,20170601,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rAoWmhcgmR.pdf,,,,,,,,582,POINT (12.596600401792111 55.67734911161737)
trafiktaelling.583,7190,Nørre Voldgade,Nørre Voldgade - ud for husnr. 106,106,100,Øvrige tællinger,,,,,,,,,6274,7300,7600,,,,,,,7300,20140604,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/90z90UgAm4.pdf,,,,,,,,583,POINT (12.573709482035435 55.684259777732706)
trafiktaelling.584,7191,Nørre Voldgade,FOD,3,100,Øvrige tællinger,,,,,,,,,2463,2900,3000,,,,,,,2900,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/omdypwxadO.pdf,,,,,,,,584,POINT (12.56965268373633 55.68223040595286)
trafiktaelling.585,7192,Orlogsværftvej,Operaen - Dokøen,,100,Øvrige tællinger,,,,,70,,100,100,400,500,500,,,,,,,500,20110609,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/l4VaVQ62rT.pdf,,,,,,,,585,POINT (12.599578967334345 55.68171719505565)
trafiktaelling.586,7193,Peblinge Dossering,ved Baggesensgade,10,100,Øvrige tællinger,,,,,10957,,11300,13400,3671,4300,4400,,,,,,,4300,20180920,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/UrMRsqznfZ.pdf,,,0,,,,,586,POINT (12.561513804908735 55.68630041266815)
trafiktaelling.587,7195,Refshalevej,Café Halvandet,340,100,Øvrige tællinger,100,,100,100,62,,100,100,60,100,100,,,,,,,100,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZbUoTMuxye.pdf,,,,,,,,587,POINT (12.609951078132402 55.69563585791699)
trafiktaelling.588,7196,Sluseholmen,,28,100,Øvrige tællinger,2514,"3,6",2900,3300,807,,800,1000,1283,1500,1600,,,,,,,1500,20100615,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/IZ87hroZPQ.pdf,3.5999999,,,,,,,588,POINT (12.549189088594622 55.64652007252834)
trafiktaelling.589,7199,Langebrogade,,,100,Øvrige tællinger,,,,,9186,,9500,11200,2051,2400,2500,,,,,,,2400,20190917,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/54k7Jy16wB.pdf,,,,,160,"1,4",,589,POINT (12.580791923984627 55.670427639358415)
trafiktaelling.590,7200,Vasbygade,FOD,40,100,Øvrige tællinger,,,,,4777,,4900,5800,205,200,200,,,,,,,200,20140910,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/e4Q1yTLFmE.pdf,,,,,,,,590,POINT (12.545936189920855 55.65622722469993)
trafiktaelling.591,7600,Klædemålet,Gang(jern)banebro vest for Klædemålet,,100,Øvrige tællinger,,,,,,,,,1877,2200,2300,,,,,,,2200,20140622,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xOfwzdeSLx.pdf,,,,,,,,591,POINT (12.545274154043446 55.715270880069234)
trafiktaelling.592,7601,Folehaven,Gangbro over Folehaven,63,100,Øvrige tællinger,,,,,,,,,203,200,200,,,,,,,200,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qwEDaGPD4Z.pdf,,,,,,,,592,POINT (12.500989309020444 55.65126183592734)
trafiktaelling.593,7602,Nordre Toldbod,Gangbro over forbindelsesvej ved Gefionspringvand,15,100,Øvrige tællinger,,,,,,,,,4520,5300,5500,,,,,,,5300,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LBiBN0rKdp.pdf,,,,,,,,593,POINT (12.598060688498302 55.68948173046298)
trafiktaelling.594,7603,Jyllingevej,Gangbro over Jyllingevej ved Jyllingevej Station,98,100,Øvrige tællinger,,,,,,,,,134,200,200,,,,,,,200,20181108,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/cWm4xf0b6r.pdf,,,0,,,,,594,POINT (12.476614192625268 55.690865450584376)
trafiktaelling.595,7604,Lersø Parkallé,Gangbro over Lersø Parkallé,,100,Øvrige tællinger,,,,,,,,,138,200,200,,,,,,,200,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/m6fkXWdcKo.pdf,,,,,,,,595,POINT (12.5514887449708 55.712378241347636)
trafiktaelling.596,7605,Banefløjstien,Gangbro på Banefløjstien over fæstningsgraven,,100,Øvrige tællinger,,,,,,,,,400,500,500,,,,,,,500,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/zvzgIC5tzv.pdf,,,,,,,,596,POINT (12.461511875591375 55.7118713261489)
trafiktaelling.597,7606,Korsager Allé,Gangtunnel mellem Korsager Allé og Åvendingen,,100,Øvrige tællinger,,,,,,,,,618,700,700,,,,,,,700,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/SuyQvsYx9w.pdf,,,,,,,,597,POINT (12.466551216982992 55.70625832757831)
trafiktaelling.598,7607,Amager Boulevard,Gangtunnel under Amager Boulevard ved Thorshavnsgade,4,100,Øvrige tællinger,,,,,66,,100,100,454,500,500,,,,,,,500,20200903,2020,https://kk.sites.itera.dk/apps/kk_trafik/pdf/5vh5odeBaS.pdf,,,,,,,,598,POINT (12.581137777278906 55.66909979243385)
trafiktaelling.599,7608,Amagerbrogade,Gangtunnel under Amagerbrogade ved Hans Bogbinders Allé,156,100,Øvrige tællinger,,,,,,,,,197,200,200,,,,,,,200,20220609,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ZuhtFWxVEh.pdf,,,,,,,,599,POINT (12.610188468263908 55.65508949559905)
trafiktaelling.600,7609,Emdrupvej,Gangtunnel under Emdrupvej ved Banebrinken,88,100,Øvrige tællinger,,,,,,,,,70,100,100,,,,,,,100,20120522,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/j6d6pwGtgm.pdf,,,,,,,,600,POINT (12.539596800251775 55.722713061037545)
trafiktaelling.601,7610,Frederikssundsvej ,Gangtunnel under Frederikssundsvej ved Hyrdevangen,125A,100,Øvrige tællinger,,,,,,,,,157,200,200,,,,,,,200,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/wMkTnktTju.pdf,,,,,,,,601,POINT (12.509765635558926 55.70586455822297)
trafiktaelling.602,7611,Jagtvej,Gangtunnel under Jagtvej ved Hans Egedes Gade,34,100,Øvrige tællinger,,,,,5,,0,0,156,200,200,,,,,,,200,20141022,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fSCnOo7yVO.pdf,,,,,,,,602,POINT (12.544430224017017 55.690242424035944)
trafiktaelling.603,7612,Jagtvej,Gangtunnel under Jagtvej ved Stevnsgade,78,100,Øvrige tællinger,,,,,3,,0,0,140,200,200,,,,,,,200,20161012,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lJwMZX4VYe.pdf,,,,,,,,603,POINT (12.551566854607024 55.69672541466324)
trafiktaelling.604,7613,Lyshøjgårdsvej,Gangtunnel under jernbane ved Fengersvej,,100,Øvrige tællinger,,,,,,,,,2738,3200,3300,,,,,,,3200,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/OoYl7zMBAY.pdf,,,,,,,,604,POINT (12.507698975527399 55.66372055828285)
trafiktaelling.605,7614,Oslo Plads ,Gangtunnel under Oslo Plads nordøst,,100,Øvrige tællinger,,,,,,,,,3450,4000,4200,,,,,,,4000,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YuBLNLwtYI.pdf,,,,,,,,605,POINT (12.586415305208828 55.692465553478485)
trafiktaelling.606,7615,Oslo Plads ,Gangtunnel under Oslo Plads sydvest,,100,Øvrige tællinger,,,,,,,,,456,500,600,,,,,,,500,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/vEQmKXnrQg.pdf,,,,,,,,606,POINT (12.58702522250566 55.692135761437626)
trafiktaelling.607,7616,Peder Lykkes Vej,Gangtunnel under Peder Lykkes Vej ved Tingvej,59C,100,Øvrige tællinger,,,,,,,,,327,400,400,,,,,,,400,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZwwKROrTQX.pdf,,,,,,,,607,POINT (12.599457240887453 55.65457765805263)
trafiktaelling.608,7617,Roskildevej,Gangtunnel under Roskildevej ved Ålholm Station,130,100,Øvrige tællinger,,,,,,,,,224,300,300,,,,,,,300,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xtZWYZ1GkU.pdf,,,,,,,,608,POINT (12.493872995002475 55.672474561264465)
trafiktaelling.609,7618,Sjælør Boulevard,Gangtunnel under Sjælør Boulevard ved Sjælør Station,,100,Øvrige tællinger,,,,,,,,,111,100,100,,,,,,,100,20141022,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/nlrnoG0MSb.pdf,,,,,,,,609,POINT (12.527456337938817 55.65203761633985)
trafiktaelling.610,7619,Slotsherrensvej,Gangtunnel under Slotsherrensvej ved Islev Station,137,100,Øvrige tællinger,,,,,,,,,60,100,100,,,,,,,100,20220510,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/eOvWgYQm3p.pdf,,,,,,,,610,POINT (12.469534460788536 55.69945201776862)
trafiktaelling.611,7620,Sølvgade,Gangtunnel under Sølvgade ved Botanisk Have,79,100,Øvrige tællinger,,,,,,,,,64,100,100,,,,,,,100,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/swQj87AIv9.pdf,,,,,,,,611,POINT (12.57557083688228 55.68871608885069)
trafiktaelling.612,7621,Sølvgade,Gangtunnel under Sølvgade ved Rigensgade,,100,Øvrige tællinger,,,,,26,,0,0,314,400,400,,,,,,,400,20161109,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/X9OJdY9UlH.pdf,,,,,,,,612,POINT (12.58206053213789 55.686489965692864)
trafiktaelling.613,7622,Tagensvej,Gangtunnel under Tagensvej ved Arresøgade,18B,100,Øvrige tællinger,,,,,,,,,101,100,100,,,,,,,100,20220614,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/baE64e0hVa.pdf,,,,,,,,613,POINT (12.557709331826672 55.697641910232896)
trafiktaelling.614,7623,Tomgårdsvej,Gangtunnel under Tomsgårdsvej ved Hovmestervej,69,100,Øvrige tællinger,,,,,,,,,383,400,500,,,,,,,400,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CIOLdKuzXp.pdf,,,,,,,,614,POINT (12.528595082441798 55.71029999063229)
trafiktaelling.615,7624,Tuborgvej,Gangtunnel under Tuborgvej ved Bispebjerg Parkallé,172A,100,Øvrige tællinger,,,,,,,,,506,600,600,,,,,,,600,20110818,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/mJgaHGvVcc.pdf,,,,,,,,615,POINT (12.540846218547458 55.7195083183189)
trafiktaelling.616,7625,Tuborgvej,Gangtunnel under Tuborgvej ved Rymarksvej,66,100,Øvrige tællinger,,,,,,,,,472,600,600,,,,,,,600,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jSZ3EOzoeI.pdf,,,,,,,,616,POINT (12.563461560033932 55.72788566135162)
trafiktaelling.617,7626,Vigerslevvej,Gangtunnel under Vigerslevvej ved Hansstedsvej,99,100,Øvrige tællinger,,,,,,,,,436,500,500,,,,,,,500,20220504,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/yM6nfikmXv.pdf,,,202,"5,88",,,26,617,POINT (12.48434872743389 55.66542720818399)
trafiktaelling.618,7627,Østerbrogade,Gangtunnel under Østerbrogade ved Koldinggade,136,100,Øvrige tællinger,,,,,,,,,215,300,300,,,,,,,300,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/moY37RjqR0.pdf,,,,,,,,618,POINT (12.577401627662502 55.70655194705809)
trafiktaelling.619,7628,Østerbrogade,Gangtunnel under Østerbrogade ved Sionsgade,190,100,Øvrige tællinger,,,,,,,,,300,400,400,,,,,,,400,20110922,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GQOspFptXw.pdf,,,,,,,,619,POINT (12.57757100299058 55.711015736556874)
trafiktaelling.620,7629,Østerbrogade,Gangtunnel under Østerbrogade ved Sortedam Dossering,60,100,Øvrige tællinger,,,,,,,,,321,400,400,,,,,,,400,20220614,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/GTogzbuS7D.pdf,,,,,,,,620,POINT (12.578842180923793 55.697859421960814)
trafiktaelling.621,7630,Østerbrogade,Gangtunnel under Østerbrogade ved Svanemøllebro,167,100,Øvrige tællinger,,,,,20,,0,0,1591,1900,1900,,,,,,,1900,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QNep4PMeYl.pdf,,,,,,,,621,POINT (12.577511225645102 55.71563356549011)
trafiktaelling.622,7630,Østerbrogade,Gangtunnel under Østerbrogade ved Svanemøllebro,167,100,Øvrige tællinger,,,,,,,,,1591,1900,1900,,,,,,,1900,20110816,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rswGYFTwVV.pdf,,,,,,,,622,POINT (12.577511225645102 55.71563356549011)
trafiktaelling.623,7631,Teglværksbroen,,,100,Øvrige tællinger,,,,,,,,,2264,2600,2700,,,,,,,2600,20170601,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rjBWqUvjh2.pdf,,,,,,,,623,POINT (12.550517455886002 55.64772094465162)
trafiktaelling.624,7632,Tove Ditlevsens Plads,,,100,Øvrige tællinger,,,,,889,,900,1100,2580,3000,3100,,,,,,,3000,20160913,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/oeVwjyEUc9.pdf,,,,,,,,624,POINT (12.545511652296119 55.66925915596506)
trafiktaelling.625,7633,Valby Langgade,FOD,125,100,Øvrige tællinger,,,,,,,,,2278,2700,2800,,,,,,,2700,20140604,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/D5FHLFphok.pdf,,,,,,,,625,POINT (12.504076823174252 55.666750052557546)
trafiktaelling.626,7634,Valbyparken,Valbyparken - stien øst for Kalvebodstien ,,100,Øvrige tællinger,,,,,126,"0,8",100,200,130,200,200,,,,,,,200,20110830,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gbdC7mO40r.pdf,,0.80000001,,,,,,626,POINT (12.525684410050271 55.63734585554204)
trafiktaelling.627,7635,Vesterbrogade ,Vesterbrogade - ved Tivoli/Bryggeriet,3,100,Øvrige tællinger,,,,,,,,,22997,26900,27800,,,,,,,26900,20180620,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/prdlrr7qcz.pdf,,,,,,,,627,POINT (12.565946323498256 55.67490460097631)
trafiktaelling.628,7636,Yrsa Plads,,,100,Øvrige tællinger,,,,,7527,"2,6",7800,9200,2797,3300,3400,,,,,,,3300,20160913,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/R51vdUYxnw.pdf,,2.5999999,,,,,,628,POINT (12.55802285305244 55.66535866549486)
trafiktaelling.629,8001,Hyltebjerg Allé,vest for Ålekistevej,,9999,Øvrige tællinger,1242,"1,7",1500,1600,2928,,3000,3600,,,,,,,,,,,20140521,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/6ee0pdCfBE.pdf,1.70000005,,,,,,,629,POINT (12.48310519243588 55.682666872414416)
trafiktaelling.630,8005,Langelinjebroen,Cykel- og gangbro,,100,Øvrige tællinger,,,,,1932,"2,4",2000,2400,1968,2300,2400,,,,,,,2300,20220608,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/n4y5IX8Iqz.pdf,,2.4000001,,,,,,630,POINT (12.592073082384221 55.69517468441327)
trafiktaelling.631,8006,Tagensvej,Nørrebroruten syd for Tagensvej,107B,100,Øvrige tællinger,,,,,5756,"5,7",5900,7000,558,700,700,,,,,,,700,20230919,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/9sOfnoNqcR.pdf,,5.69999981,,,37,"0,6",,631,POINT (12.544030924796004 55.70397369999571)
trafiktaelling.632,8007,Tycho Brahes Allé,vest for Kastrupvej,40,100,Øvrige tællinger,435,"0,9",500,600,385,"0,1",400,500,445,500,500,,,,,,,500,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/m9KTjlNqkE.pdf,0.89999998,0.1,,,,,,632,POINT (12.614841980583689 55.656061665268034)
trafiktaelling.633,8008,Lillegrund,nordøst for Kirkegårdsvej,8,100,Øvrige tællinger,565,"4,1",700,700,614,"4,7",600,700,461,500,600,,,,,,,500,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/j8Gylbb2tp.pdf,4.0999999,4.69999981,,,,,,633,POINT (12.61252471307807 55.65802063814178)
trafiktaelling.634,8009,Øresundsvej,nordøst for Kirkegårdsvej,33,100,Øvrige tællinger,5104,"3,4",6000,6700,2254,"1,1",2300,2700,1664,1900,2000,,,,,,,1900,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/CEXsUVC1kp.pdf,3.4000001,1.10000002,,,,,,634,POINT (12.611034875901343 55.659870147908585)
trafiktaelling.635,8010,Frankrigsgade,øst for Ålandsgade,21,100,Øvrige tællinger,1443,"3,0",1700,1900,1052,"0,8",1100,1300,1025,1200,1200,,,,,,,1200,20090416,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/6u7Jl2lXHt.pdf,3,0.80000001,,,,,,635,POINT (12.608298407655306 55.66194680204516)
trafiktaelling.636,8011,Nørrebrogade,Nørrebroruten syd for Nørrebrogade,211,100,Øvrige tællinger,,,,,10012,"4,4",10300,12200,2147,2500,2600,,,,,,,2500,20220921,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3VCYVgs1Kv.pdf,,4.4000001,,,40,"0,3",,636,POINT (12.541529239389233 55.69880859326531)
trafiktaelling.637,8012,Sydbanestien,øst for Sjælør Boulevard,,100,Øvrige tællinger,,,,,716,"2,4",700,900,160,200,200,,,,,,,200,20090526,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/iqaGnEfTf8.pdf,,2.4000001,,,,,,637,POINT (12.529638257214812 55.65221899978124)
trafiktaelling.638,9001,Kødboderne,nordøst for Skelbækgade,3,100,Øvrige tællinger,3205,"3,0",3700,4200,1702,,1800,2100,,,,,,,,,,,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kU6ddODRIt.pdf,3,,95,,,,,638,POINT (12.558155346491892 55.666366702878015)
trafiktaelling.639,9002,Høkerboderne,sydøst for Halmtorvet,11,100,Øvrige tællinger,609,"12,5",700,800,1746,,1800,2100,,,,,,,,,,,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hYbDNnhSSa.pdf,12.5,,,,,,,639,POINT (12.55751914845318 55.66845667788166)
trafiktaelling.640,9003,Slagterboderne,sydøst for Halmtorvet,4,100,Øvrige tællinger,1715,"4,6",2000,2200,768,,800,900,,,,,,,,,,,20150909,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/9Dn5zddJGl.pdf,4.5999999,,,,,,,640,POINT (12.558566000720129 55.669017887850174)
