FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,andre_busser_7_19,ogc_fid,wkb_geometry
trafiktaelling.918,10001,Prags Boulevard_Strandlodsvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20150923,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YHgI6vJijq.pdf,,,,,,,,918,POINT (12.618892329336475 55.668911739278045)
trafiktaelling.919,10002,Rentemestervej_Tomsgårdsvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20130528,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ehlW6WV3Lf.pdf,,,,,,,,919,POINT (12.523664860855927 55.70795107136559)
trafiktaelling.920,10003,Sjælør Boulevard_Carl Jakobsens Vej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140414,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LnVl1q2zB6.pdf,,,,,,,,920,POINT (12.527385283985002 55.652277790347235)
trafiktaelling.921,10004,Skelbækgade_Ingerslevsgade_Dybbølsbro,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20170209,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ri9hbDlizo.pdf,,,,,,,,921,POINT (12.558550551420932 55.66526878720206)
trafiktaelling.922,10005,Skelbækgade_Kødboderne,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160518,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fmINoswImk.pdf,,,,,,,,922,POINT (12.55762903006798 55.666183536855364)
trafiktaelling.923,10006,Strandlodsvej_Holmbladsgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20150915,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/L7fuyr9gQc.pdf,,,,,,,,923,POINT (12.619677755168665 55.66779427666261)
trafiktaelling.924,10007,Sydhavnsgade_Scandiagade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20190912,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/PddmG8JMWB.pdf,,,,,,,,924,POINT (12.53985793828944 55.65131696401347)
trafiktaelling.925,10008,Tagensvej_Hamletsgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140319,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kZCqiItFau.pdf,,,,,,,,925,POINT (12.548073917283052 55.703121025976614)
trafiktaelling.926,10009,Tagensvej_Rovsingsgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140319,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/4umirdxRbn.pdf,,,,,,,,926,POINT (12.545326981857764 55.704779476353295)
trafiktaelling.927,10010,Tagensvej_Rådmandsgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140319,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZuLRRXfKIJ.pdf,,,,,,,,927,POINT (12.552285155163407 55.70056919031342)
trafiktaelling.928,10011,Tuborgvej_Emdrupvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160621,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Lw12fOtsgf.pdf,,,,,,,,928,POINT (12.545255522547254 55.72204815771145)
trafiktaelling.929,10012,Tuborgvej_Emdrupvej_Strandvejen,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20160623,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/1Zr1riVV2C.pdf,,,,,,,,929,POINT (12.576245983028505 55.72671733780273)
trafiktaelling.930,10013,Ved Stadsgraven_Amager Fælledvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20130316,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ln9TYPc3sD.pdf,,,,,,,,930,POINT (12.59560205800314 55.66837126213155)
trafiktaelling.931,10014,Ved Vesterport_Hammerichsgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20131003,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jlTmvmcwoo.pdf,,,,,,,,931,POINT (12.563214236467848 55.67573783412749)
trafiktaelling.932,10015,Vermlandsgade_Amagerbrogade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20130313,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/IIaPYDBgWb.pdf,,,,,,,,932,POINT (12.596308617780817 55.66870451113105)
trafiktaelling.933,10016,Vermlandsgade_Holmbladsgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140326,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/rR06zyZKRn.pdf,,,,,,,,933,POINT (12.612596068536375 55.66632199280469)
trafiktaelling.934,10017,Vermlandsgade_Kløvermarksvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20130307,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5r6xFUAdrQ.pdf,,,,,,,,934,POINT (12.600437906766263 55.668710516191666)
trafiktaelling.935,10018,Vermlandsgade_Prags Boulevard,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140401,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/WCVEslWAhA.pdf,,,,,,,,935,POINT (12.611650642925246 55.66726220169026)
trafiktaelling.936,10019,Vermlandsgade_Uplandsgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140325,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ezXrBckXT1.pdf,,,,,,,,936,POINT (12.604226687492051 55.6683053083456)
trafiktaelling.937,10020,Vesterbrogade_Stenosgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20121010,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bSUedNZU7K.pdf,,,,,,,,937,POINT (12.557283162710679 55.67264114766521)
trafiktaelling.938,10021,Øster Farimagsgade_Sølvgade_Webersgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20150618,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/uak2QcUAIt.pdf,,,,,,,,938,POINT (12.574633696007508 55.68966555130044)
trafiktaelling.939,10022,Østerbrogade_Jagtvej,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140227,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/29kSEcCXRs.pdf,,,,,,,,939,POINT (12.577479972299566 55.709160663916414)
trafiktaelling.940,10023,Østerbrogade_Ryesgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140227,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/aogUd1OBEK.pdf,,,,,,,,940,POINT (12.578395429285912 55.69858204583219)
trafiktaelling.941,10024,Østerbrogade_Trianglen_Nordre Frihavnsgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140225,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/F59qWf0C5H.pdf,,,,,,,,941,POINT (12.577567890596653 55.6996513522115)
trafiktaelling.942,10025,Østerbrogade_Trianglen_Odensegade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140225,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Hj3sqFBaii.pdf,,,,,,,,942,POINT (12.577917633360803 55.69924009845977)
trafiktaelling.943,10026,Østerbrogade_Øster Søgade_Classensgade,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140226,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/9Lzz3Rt5aj.pdf,,,,,,,,943,POINT (12.579963808897427 55.69620288243421)
trafiktaelling.944,10027,Østerbrogade_Dag Hammerskjölds Allé_Øster Farimags,,,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20140226,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xrrBVIh91e.pdf,,,,,,,,944,POINT (12.58022710895655 55.69580192518612)
trafiktaelling.945,10028,Ålandsgade_Holmbladsgade,,,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20140326,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5c4tzgZbbg.pdf,,,,,,,,945,POINT (12.604290156093953 55.66463101376793)
trafiktaelling.946,10029,Dronningensgade,,48,100,Øvrige tællinger,10,0,0,0,525,,500,600,1096,1300,1300,,,,,,,1300,20170420,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/6vUVYDMyNz.pdf,0,,,,,,,946,POINT (12.591785374883484 55.671878992856676)
trafiktaelling.947,10030,Overgaden oven Vandet,,40,100,Øvrige tællinger,525,"1,0",600,700,819,,800,1000,,,,,,,,,,,20170419,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gRKoBxDVzi.pdf,1,,4,,,,,947,POINT (12.59164728131782 55.67274274800682)
trafiktaelling.948,10031,A.C. Meyers Vænge,viatrafik,16,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20140129,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/uSxTOZuNqx.pdf,,,,,,,,948,POINT (12.540906520066489 55.65022110223118)
trafiktaelling.949,10032,A.C. Meyers Vænge,viatrafik,1,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20140122,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fRkYUE2HfX.pdf,,,,,,,,949,POINT (12.54403298199479 55.65305634048827)
trafiktaelling.950,10033,Amager Strandvej,viatrafik,122,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20140326,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lLeqdgyiJn.pdf,,,,,,,,950,POINT (12.633829522428815 55.65992594827662)
trafiktaelling.951,10034,Baldersgade,viatrafik,59,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150112,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/IcCDIhUqkL.pdf,,,,,,,,951,POINT (12.547799287975158 55.70125405756433)
trafiktaelling.952,10035,Bangsbovej,viatrafik,14,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150316,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/N3JtF8lnb1.pdf,,,,,,,,952,POINT (12.498491378688978 55.68873217656429)
trafiktaelling.953,10036,Bangsbovej,viatrafik,38,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150316,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/IovvC1ohgf.pdf,,,,,,,,953,POINT (12.496085423788541 55.69038636063871)
trafiktaelling.954,10037,Carl Jacobsens Vej,viatrafik,16,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20160825,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Pbt9MYxiPH.pdf,,,,,,,,954,POINT (12.518333640493731 55.65346682859374)
trafiktaelling.955,10038,Clara Pontoppidans Vej,viatrafik,4,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150222,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/V8tYCBoHgc.pdf,,,,,,,,955,POINT (12.511026816722891 55.65664838115032)
trafiktaelling.956,10039,Dybbølsbro,viatrafik,-,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150910,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/efLFqDlrHv.pdf,,,,,,,,956,POINT (12.558983312067232 55.66498815600913)
trafiktaelling.957,10040,Dybendalsvej,viatrafik,19,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150316,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/JglxHk1xtm.pdf,,,,,,,,957,POINT (12.50369850750179 55.69101189884479)
trafiktaelling.958,10041,Enghave Plads,viatrafik,12,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150809,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Uce4wDjYOQ.pdf,,,,,,,,958,POINT (12.546326357864311 55.66743333120005)
trafiktaelling.959,10042,Englandsvej,viatrafik,-,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20140401,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/trFaSBTmjo.pdf,,,,,,,,959,POINT (12.60034822518688 55.636540751229)
trafiktaelling.960,10043,Gavlhusvej,viatrafik,31,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20170110,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5UtqveuPs6.pdf,,,,,,,,960,POINT (12.485715600953021 55.72236894100443)
trafiktaelling.961,10044,Holbergsgade,viatrafik,21,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20131113,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NZAmpiYVew.pdf,,,,,,,,961,POINT (12.590751989616756 55.67888738071261)
trafiktaelling.962,10045,Ib Schøngers Allé,viatrafik,6,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150216,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/9KS8DUOJOU.pdf,,,,,,,,962,POINT (12.511459016860943 55.656108129481204)
trafiktaelling.963,10046,Irlandsvej,,64,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20151027,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kA28yCzGpg.pdf,,,,,,,,963,POINT (12.605575275436605 55.64579552494019)
trafiktaelling.964,10047,Irlandsvej,Nord for Windsorvej,92,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20151027,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/cuzybcFqev.pdf,,,,,,,,964,POINT (12.607038924147474 55.642122748094465)
trafiktaelling.965,10048,Irlandsvej,Syd for Persillevej,-,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20151027,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/zH4Hdon0Gz.pdf,,,,,,,,965,POINT (12.603994605208916 55.64973396407151)
trafiktaelling.966,10049,Istedgade,Øst for Abel Cathrines Gade,20,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150701,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/oWHZkWYdDu.pdf,,,,,,,,966,POINT (12.560512867315722 55.67142964915964)
trafiktaelling.967,10050,Istedgade,Vest for Saxogade,91,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150701,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fOpCkfscpU.pdf,,,,,,,,967,POINT (12.550560460799257 55.66837970216277)
trafiktaelling.968,10051,Istedgade,Øst for Saxogade,100,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150809,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/06efnnXmvF.pdf,,,,,,,,968,POINT (12.552110822773953 55.668826707280616)
trafiktaelling.969,10053,Katrinedalsvej,,11,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150316,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/W3QqjZnZ0e.pdf,,,,,,,,969,POINT (12.498129287342255 55.691977914661706)
trafiktaelling.970,10054,Katrinedalsvej,,23,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150316,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/q6zRqAR2EZ.pdf,,,,,,,,970,POINT (12.495371731972918 55.691150146634854)
trafiktaelling.971,10055,Langhusvej,Ud for kirken ved nr. 1,1,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20170110,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/uKzC9vEpX3.pdf,,,,,,,,971,POINT (12.479419519076979 55.71914384000454)
trafiktaelling.972,10056,Lersø Parkallé,,11,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20131111,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/R3Ntvg9lPP.pdf,,,,,,,,972,POINT (12.557223030655251 55.70517222517609)
trafiktaelling.973,10062,Raffinaderivej,Syd for industrien,-,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20140410,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Z3ZcJ9xpmj.pdf,,,,,,,,973,POINT (12.618020806327781 55.67308692179695)
trafiktaelling.974,10067,Randbølvej,"slangetælling, viatrafik",15,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20160316,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/smQ2zTC0s2.pdf,,,,,,,,974,POINT (12.50012270553731 55.68913169760542)
trafiktaelling.975,10068,Randbølvej,"slangetælling, viatrafik",38,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150316,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/EXK01XtGCH.pdf,,,,,,,,975,POINT (12.498360241885289 55.690900240635806)
trafiktaelling.976,10069,Randbølvej,"slangetælling, viatrafik",65,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150316,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/r7SJF01UQ5.pdf,,,,,,,,976,POINT (12.496496631813452 55.69261615492964)
trafiktaelling.977,10070,Rovsingsgade,"slangetælling, viatrafik",84,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20160825,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xS3f5gEOTz.pdf,,,,,,,,977,POINT (12.546534476620582 55.70595296357043)
trafiktaelling.978,10071,Sjællandsbroen,"Syd for bådhavnsgade, slangetælling, viatrfik",,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150216,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ZDpu3HOw46.pdf,,,,,,,,978,POINT (12.543217259845738 55.64554859772841)
trafiktaelling.979,10072,Sndiagade,"slangetælling, viatrafik",14,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20160128,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/LoLVdKPmYX.pdf,,,,,,,,979,POINT (12.540993039652983 55.652483634009755)
trafiktaelling.980,10073,Smyrnavej,"slangetælling, viatrafik",18,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20151025,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YKwouaTUPQ.pdf,,,,,,,,980,POINT (12.6142373342736 55.65134697129656)
trafiktaelling.981,10074,Solvænget,"slangetælling, viatrafik",7,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20131216,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/6Ev6B1JJcl.pdf,,,,,,,,981,POINT (12.57890841225657 55.71894489811436)
trafiktaelling.982,10075,Solvænget,"slangetælling, viatrafik",10,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20131216,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/UgpGNkc2ip.pdf,,,,,,,,982,POINT (12.580432346970307 55.719124131450165)
trafiktaelling.983,10076,Nørrebrogade,viatrafik,187,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150107,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/9nDyJNkKwO.pdf,,,,,,,,983,POINT (12.545609236073012 55.696483734616635)
trafiktaelling.984,10077,Strandlodsvej,viatrafik,44,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20140326,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/usH2geNOET.pdf,,,,,,,,984,POINT (12.622753811775276 55.66391070122895)
trafiktaelling.985,10078,Sydhavnsgade,viatrafik,-,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150216,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QNlEnFxraV.pdf,,,,,,,,985,POINT (12.541868082948513 55.64729557891441)
trafiktaelling.986,10079,Teglholmsgade,viatrafik,2,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20160128,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/PRU8ixNKJv.pdf,,,,,,,,986,POINT (12.5432164591691 55.653510648077216)
trafiktaelling.987,10080,Toldbodgade,viatrafik,10,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20131104,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/EaNkQkduGG.pdf,,,,,,,,987,POINT (12.591866479994618 55.68031582448803)
trafiktaelling.988,10081,Tom Kristensens Vej,viatrafik,15,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150608,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ARfX5Rnmo8.pdf,,,,,,,,988,POINT (12.585823489767815 55.66034287941411)
trafiktaelling.989,10082,Torveporten,viatrafik,4,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20160825,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/27BZVtptIU.pdf,,,,,,,,989,POINT (12.508879611300998 55.65372855628501)
trafiktaelling.990,10083,Vanløse Allé,viatrafik,46,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150316,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/01uI21qKd8.pdf,,,,,,,,990,POINT (12.497875695754239 55.68967398036445)
trafiktaelling.991,10084,Vanløse Allé,viatrafik,47,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150316,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yGO9Sd9nyy.pdf,,,,,,,,991,POINT (12.499457496613182 55.690244065334944)
trafiktaelling.992,10085,Vanløse Allé,viatrafik,59,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150316,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/2AaAm9khRQ.pdf,,,,,,,,992,POINT (12.496863132349752 55.68933717169667)
trafiktaelling.993,10086,Vejlands Allé,viatrafik,110,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20140401,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/1wBn4hP9vq.pdf,,,,,,,,993,POINT (12.597191287505025 55.64250663596083)
trafiktaelling.994,10087,Østerbrogade,viatrafik,238,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20140224,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Xd1U16TCIc.pdf,,,,,,,,994,POINT (12.577655972018707 55.714335126036616)
trafiktaelling.995,10088,Østerled,viatrafik,8,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20131216,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/5T3e7rjFjQ.pdf,,,,,,,,995,POINT (12.57864684995539 55.71818559546211)
trafiktaelling.996,10089,Østerled,viatrafik,18,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20131216,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jPNuJQjt5G.pdf,,,,,,,,996,POINT (12.58040881059076 55.71838053634135)
trafiktaelling.997,10090,Åbakkevej,viatrafik,6,100,Øvrige tællinger,,,,,,,,,,,,,,,,,,,20150316,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/55lxE3e63m.pdf,,,,,,,,997,POINT (12.502894449742943 55.69004764477952)
trafiktaelling.998,10091,Lyshøjgårdsvej,TRAFIK,59,100,Øvrige tællinger,1724,"5,7",2000,2300,2462,,2500,3000,,,,,,,,,,,20170509,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/epg43A9dnu.pdf,5.69999981,,,,,,,998,POINT (12.514649384697876 55.66340719589369)
trafiktaelling.999,10092,Lyshøjgårdsvej,FOD,59,100,Øvrige tællinger,,,,,,,,,4911,5700,5900,,,,,,,5700,20170509,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/gPevx825gG.pdf,,,,,,,,999,POINT (12.514646027218316 55.663335814038206)
trafiktaelling.1000,10093,Lyshøjgårdsvej,TRAFIK,69,100,Øvrige tællinger,1619,"5,9",1900,2100,2289,,2400,2800,,,,,,,,,,,20170509,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/CzaMHGGBLL.pdf,5.9000001,,,,,,,1000,POINT (12.51262646031785 55.66337647082333)
trafiktaelling.1001,10094,Lyshøjgårdsvej,FOD,69,100,Øvrige tællinger,,,,,,,,,1707,2000,2100,,,,,,,2000,20170509,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/q6TX6ln1aE.pdf,,,,,,,,1001,POINT (12.512657847089965 55.66331873357003)
trafiktaelling.1002,10095,Papirøens bro,FOD,-,100,Øvrige tællinger,,,,,2920,"0,8",3000,3600,7234,8500,8800,,,,,,,8500,20160908,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kWXKP4nWXb.pdf,,0.80000001,,,,,,1002,POINT (12.599104942805758 55.6780381106219)
trafiktaelling.1003,10096,Strandgade,Ved Inderhavnsbroen,108,100,Øvrige tællinger,,,,,3338,"3,2",3400,4100,935,1100,1100,,,,,,,1100,20170912,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/541FQ90m2u.pdf,,3.20000005,0,,,,,1003,POINT (12.597804053283731 55.67778618524443)
trafiktaelling.1004,10097,Trangravsvej,Øst for Trangravsbroen,,100,Øvrige tællinger,730,"0,5",900,1000,4417,"3,1",4500,5400,,,,,,,,,,,20160908,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/XNTgqhVuwJ.pdf,0.5,3.0999999,,,,,,1004,POINT (12.599900306170907 55.67778791398128)
trafiktaelling.1005,10098,Trangravsvej,Øst for Trangravsbroen,-,100,Øvrige tællinger,,,,,4417,,4500,5400,1334,1600,1600,,,,,,,1600,20160908,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/XWkLb7I4rv.pdf,,,,,,,,1005,POINT (12.5999028049904 55.677731128650585)
trafiktaelling.1006,10099,Brøndkærvej-Søndre Fasanvej,KRYDS,-,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20170417,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/eTRlCyaJLT.pdf,,,,,,,,1006,POINT (12.517218482133147 55.6675753026096)
trafiktaelling.1007,10100,Heibergsgade-Herluf Trolles Gade,KRYDS,-,101,Krydstællinger,,,,,,,,,,,,,,,,,,,20170427,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/00ihgVjS12.pdf,,,,,,,,1007,POINT (12.588365666375505 55.67937130375126)
trafiktaelling.1008,10101,Rantzausgade-Grønne Sti,KRYDS,,101,Krydstællinger,,,,,14779,,15200,18000,,,,,,,,,,,20170417,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/8dv2MN7XWg.pdf,,,,,,,,1008,POINT (12.544804163799297 55.68829019348755)
trafiktaelling.1009,10102,Sti ved Nøkkerosevej,,,100,Øvrige tællinger,0,,0,0,43,,0,100,183,200,200,,,,,,,200,20170523,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/n6rd4jnP5r.pdf,,,,,,,,1009,POINT (12.539401600166627 55.72371406753276)
trafiktaelling.1010,10103,Tordenskjoldsgade,TRAFIK,13,100,Øvrige tællinger,417,,500,500,379,,400,500,956,1100,1200,,,,,,,1100,20170425,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/BYAQohUg6Y.pdf,,,0,,,,,1010,POINT (12.587316703924314 55.67851327411837)
trafiktaelling.1011,10104,Wildersgade,TRAFIK,34,100,Øvrige tællinger,230,,300,300,116,,100,100,934,1100,1100,,,,,,,1100,20170426,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/16koVaKRx4.pdf,,,0,,,,,1011,POINT (12.590376838500351 55.673374736172185)
trafiktaelling.1012,10105,Gothersgade,FOD,115,100,Øvrige tællinger,,,,,,,,,8216,9600,9900,,,,,,,9600,20170622,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/b6lpNSs16j.pdf,,,,,,,,1012,POINT (12.574485199883847 55.68427809709984)
